no,comment,Judul Video,Label (Ridho)
320,Kayaknya kurikulum tahun saya itu terbaik deh<br><br>Yang kelahiran 94 absen sini😊,DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Kontra
321,Coba cek di komite sokalah,DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Tidak Berhubungan
322,MISALKAN... <br>ini memang di atur dan di desain oleh pemerintah 10thn yg lalu menjabat untk membodohkan generasi muda bgmana?? <br>Terbukti bukan?? <br>PLONGA PLONGO JILID 2 sdh memimpin...,DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Tidak Berhubungan
323,Yg pasti saya pusing sama buku tematik. Apa yg dipelajari.,DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Kontra
324,"Tiap ganti menteri, ganti kurikulum<br>Padahal ilmu itu dasarnya adalah tetap,  metode nya yang berkembang. Tapi menteri kali ini agak somplak memang, saya sendiri guru. Agak gregetan juga lihat menteri goblognya minta ampun.",DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Kontra
325,"Disinilah kelemahan negri ini!!! Menunjuk mentri yg bukan ahlinya,pendidikan butuh seorang mentri yg punya pengalaman mendidik . Kini terjawab sudah,oleh mentri era Pak Prabowo,secara pribadi sangat2 optimis akan bisa membenahi dunia Pendidikan yg terpuruk bahkan cenerung mengkhayal untuk m😂nciptakan generasi emas😂😂",DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Kontra
326,"Yg mungkin bermasalah adalah sumber daya manusianya. Jangan sampai buruk muka cermin dibelah. Sistem dan metode setiap rezim itu hasil kajian diskusi dan analisis oleh para ahli, para profesionsl dan  pejanat2 teknis.",DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Kontra
327,"Pendidikan di kita semakin aneh, saya sbg guru merasa aneh guru tidak boleh memberi nilai 5 ataupun di bawah 5 kepada siswa yg tidak pintar karena ada nilai KKM",DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Kontra
328,Mana pak ada UANG GRATIS utk SLTA ?<br><br>TDK ADA PAK.<br>Kami selaku ortu tetep bayar segalanya sendiri,DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Tidak Berhubungan
329,"Awalmula Hancurnya pendidikan di Indonesia pada dasarnya berawal dri Menjabatnya Seorang Mentri pendidikan yg sama sekali tdk punya prestasi di bidang Pendidikan.. dia tu Bisnis men, jadi inovasi&quot; yg keluar dri Pikiranya... Pada dasarnya hanya bertujuan untuk bgmaimana kinerjanya di Puji, dan Di sanjung oleh Atasannya...",DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Kontra
330,Ambk materinya literasi dan numerasi secara umum<br>Materi bukan bidang study shg siswa gk ada greget belajar<br>Tapi klo unas bid. Study siswa semangat sekali oleh karena saya setuju adanya unas  bid. Study,DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Tidak Berhubungan
331,Tidak mengalahkan terbitan Balai Pustaka ( sebelum reformasi ),DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Tidak Berhubungan
332,Buku sekarang ga bermutu. Hak mengalahkan cetakan Balai Pustaka ( sebelum reformasi ),DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Tidak Berhubungan
333,P.prabowo angkat orang ini jadi wakil mentri atau staf ahli mentri pendidikan..kalau gk bisa buktikan ucapanny..masukan dipenjara..,DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Tidak Berhubungan
334,Mantap sekali pak penjelasannya... Rancu memang,DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Tidak Berhubungan
335,Anak2 SD sekarang banyak yg tidak hapal perkalian 1 sampai 10,DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Kontra
336,kurikulum merdeka belajar dipaksakan untuk meningkatkan kualitas pendidikan namun Kemendikbud sendiri blm pernah melakukannya riset tepat tidaknya digunakan dinegara ini guru dikambinghitamkan kinerjanya sebagai pendidik 😅😅😅😅,DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Kontra
337,anak sekolah g di buat pandai..<br>biar jadi gojek😢😢😢😢,DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Kontra
338,Baruntau sinnadim orang yaman.. pantesan misinyanbikin bodoh anak indo,DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Tidak Berhubungan
339,Mengapa pendidikan makin tdk bermutu masalah besarnya adalah pengaruh sistem pemerintahan. Ketika pendidikan diambil alih oleh daerah mulailah carut marut persoalan pendidikan. Kalau mau maju kembalikan pengelolaan pendidikan dari pusat atau sentralistik.,DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Kontra
340,"Kurikulum skrg kacau, sama kayak  gurunya, TikTok an mulu",DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Tidak Berhubungan
341,"kurikulum merdeka adalah kurikulum membuat murid stress jam 7.00 sudah masuk kelas pulang jam 15.00 , sampai rumah sudah capek , besok jam 7 00. harus masuk lagi, anak sudah tidak bisa istirahat, ngaji dan bermain, terus belajar agamanya kapan , sedangkan di sekolah akan pelajaran agama akan di hapus.
<br>anak didik bukan pintar malah brutal.karena stress.
<br>kurikum merdeka memecah bela guru jadi dua.
<br>1. guru calon kepala sekolah di sebut guru pengerak,
<br>2. guru kelas kambing  cukup guru sampai pensiun.
<br>di mana slogan NKRI harga mati",DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Kontra
342,"Assalamualaikum, tolong bpk menteri baru meninjau dan mengevaluasi kembali kurikulum merdeka belajar dan cabut krn kur.pembodohan anak bangsa.❤❤❤",DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Kontra
343,Menteri perusak pendidikan...,DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Tidak Berhubungan
344,"Cb di teliti budaya anak skrg dr aspek penggunanaan hp game sosmed siang mlm, shg anak tdk tertarik belajar, apakah anak rajin belajar drmh? Apapun kurikulumnya jika anak sudah kecanduan bersosmed biasanya mls belajar, di era 90 anak dirumah rajin belajar krn budaya blm marak hp bersosmed game dll. Cb para pakar klo mau menyimpulkan, analisis dulu aspek budaya hp, peran ortu, sarana belajar, kompetensi guru dll...jngn langsung vonis kurikulumnya yg salah?????",DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Tidak Berhubungan
345,"Kalau benar memodohi,itu salah siapa. ...?!",DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Tidak Berhubungan
346,"Presiden Joko Widodo aja diisu tak punya ijazah, milih mentri pendidikan yg seperti itu, ahli bisnis<br>Yg gmn dan apa hasilnya pendidikan<br>Yg10 th masa nya pak Jokowi?? ¿",DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Tidak Berhubungan
347,"Kenapa anak SD sekarang bawa bukunya berat dan banyak sekali, kaya buku 1 lemari dibawa semua😮😮😮berat tasnya daripada anaknya",DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Kontra
348,"Nem dan Ujian nasional itu harusnya di utamakan, agar bener2 mengetahui kualitas siswa yang sebenernya, jadi semua siswa pasti takut tidak lulus UN, dan belajar giat,,  kalau kurikulum merdeka ini, sungguh memundurkan pendidikan Indonesia",DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Kontra
349,LO BILANG KAGA ADA SEKOLAH GRATIS TANYAKAN ORANG2 TUA YANG ANAKNYA KULIAH DI UNHAN UNIVERSITAS PENDIRI NYA PRABOWO ASLI SATU JUTA PERSEN GRATIS.MAKAN 3X SEHARI GRATIS DAPAT UANG SAKU SATU JUTA TIAP BULAN DAPAT MESS FULL LENGKAP MESIN CUCI KULKAS GRATIS SERAGAM GRATIS BUKU GRATIS DAPAT LAPTOP SEHARGA ENAMPULUH JUTA GRATIS.........INGAT ......UNHAN,DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Tidak Berhubungan
350,"Najwa, Ahli Pendidikan ini juga selama menjadi wartawan dan media televisi, kurang mewartakan pendidikan dan membela pendidikan..,dan alhamdulillah, di jaman kami, pendidikan di jaman Pak Harto, kami masih pintar, idealis dan pak Harto bisa membina dan mengembangkan bakat kami...,dijaman sekarang setelah SBY emang hancur2-an......",DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Tidak Berhubungan
351,Yg lebih lucunya lagi sy jg guru....guru harus s1 ..tp liat coba pendidikan malah menurun lah dulu guru sd cm spg tp kwalitas guru gak  kalah pendidikan maju ...ini yg menyebabkan kwalitas pendidikan mundur ini gurunya apa kurikulumnya....bingung saya.,DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Tidak Berhubungan
352,"Kalau kena P5 memasak dan bazar<br>Cukup bnyak habis uang ortu siswa, spp gratis tapi  biaya operasional kemahalan.",DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Tidak Berhubungan
353,"Kami sdh menilai bahwa penurunan dari kemampuan siswa dlm pendidikan dari sitem pendidikan kita yg sdh melemah serta  penciptaan kurikulum dimulai dari K 13 yg sulit penerapannya bagi guru dan adanya istilah tdk ada siswa yg tinggal kelas dan tdk lulus kemudian hal ini bocor kepada masyarakat dan dikalangan siswa, dan ini saya menyampaikan karena ini yg saya alami ketika saya masih bertugas.",DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Tidak Berhubungan
354,"Anggota tubuh manusia bisa bekerja dengan baik kalau Isi kepalanya adalah kecerdasan tp kl isinya ala kadarnya ya jalanyapun semaunya tak terarah, tangan yg dulunya pegang hal yg baik bisa pegang hal yg buruk.<br>Yg begitu kira kira,",DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Tidak Berhubungan
355,Hanya podcaster berpengalaman dan negarawan yang kepikiran angkat tema ini. Bang Zulfan tolong pastikan ini didengar pembuat kebijakan,DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Tidak Berhubungan
356,Propesor riset itu tidak semudah yang dikatakan .,DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Tidak Berhubungan
357,Ganti menteri ..ganti kurikulum...tiap gsnti menteri ganti kurikulum...hancur sudah pendidikan kita...,DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Tidak Berhubungan
358,Sistem nya yg bobrok...merusak generasi bangsa,DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Kontra
359,rakyat membayar gaji yg sangat tinggi kepada orang orang yg melakukan pembodohan  terstruktur terhadap mereka.<br> ironis.,DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Kontra
360,Pengelolaan pendidikan akhir ini amburadul simpang siur seolah ada kesengajaan politisasi  untuk merusak bangsa ini.,DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Kontra
361,Kembali saja kekurikum75.karena bukunya begitu rinci sekali dan banyak prakteknya untuk siswa sehingga guru dan siswa saling berinteraksi.,DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Kontra
362,Hey...kamu datang ke Lombok....saya pernah ke sana...agak jauh dikit dong mainya...MSH ADA SEKOLAH GERATIS DAN SWASTA....DARI UJUNG KAKI SAMPAI RAMBUT SEMUA DITANGGUNG PIHAK SEKOLAH BAHKAN DISEDIAKAN KLINIK BAGI KELUARGANYA......HARUSNYA PEMERINTAH DAN PIHAK2 SEPERTI KAMU DAN MEREKA2  BERFIKIR BAHWA SEKOLAH BUKAN UNTUK BISNIS TAPI WADAH MENDIDIK ANAK ANAK GENERASI MASA DEPAN.<br><br>KALAU ORG TUANYA PASTI KELUAR UANG?...YA WAJARLAH....EMANG PAKAI AIR SUMUR ISI BAHAN BAKAR MOTOR ANAK KE SEKOLAH..😂.....KALIANA INI LUCU2...,DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Tidak Berhubungan
363,Memang Karim sengaja,DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Tidak Berhubungan
364,"Kurikulum itu bagus yang tahun 80an betul, siswa masih Tutwuri Handayani sekarang boro boro <br>Kembalikan materi yg lama <br>PMP, IPS dan semua",DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Kontra
365,"Yah selama ini Mendikbud, dan DPR tuku dan buta tentang pendidikan sekarang ini<br>Membunuh generasi, biar hancur akhlaq tabiatnya",DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Kontra
366,"Nadim dititip kan untuk membodoh kan grmenerasi muda , agar suatu saat nanti bangsa ini bisa dijajah oligarki dan bangsa asing !! hati hati dugaan rakyat bisa terjadi !!!",DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Kontra
367,"Dengan ada nya perarturan pemerintah dan menteri pendidikan bahwa semua siswa tidak boleh tahan kelas dan semua harus lulus dan diluluskan apalagi Ditambah semakin gencar tentang Penegakan HAM,maka sudah dipastikan mutu pendidikan tidak berkwalitas dan pasti mutu nya sangat rendah.lalu kirikulum hampir setiap tahun di rubah",DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Kontra
368,Beground pendidikan mentri Nadim sangat tidak pas  sehingga hasil pendidikan anak anak sekarang sangat memprihatinkan banyak peristiwa anak didik berani kepada gurunya,DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Kontra
369,"Masalah Pendidikan sebenarnya simple jika Pemerintah ingin menciptakan SDM yg berkelas bisa bersaing dgn Negara2 maju..1. Pembangunan Sekolah merata seluruh Indonesia, 2. Jumlah murid max 15 org/kls, 3. Tingkatkan kualitas Guru2, 4.Tingkatkan kesejahteraan Guru2..terakhir yg paling Utama methode mengajar..fakta Yohanes Surya bisa mendidik anak2 Indonesia juara Olimpiade Mate,Fisika,Kimia..Yohanes surya mengatakan tdk ada anak yg bodoh..anak menjadi Pintar jika methode pengajar yg baik dan benar..Anggaran cukup besar 20% dr Apbn setiap thn..",DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Tidak Berhubungan
370,"Jaman sekolah th 80 , anak anak belajar cuman sampe jam 12 atau jam 1, pelajaran gak ribet, hari sabtu hanya dipakai untuk kegiatan  luar ruang semacam olahraga dll, murid pinter pinter, sampai lomba lomba masuk bimbel biar bisa masuk univ negri..",DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Tidak Berhubungan
371,Bangga kata Guru Indonesia mengajar di Malaysia tapi kenapa sistem pendidikan di Indonesia kalah jauh dari Malaysia....,DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Tidak Berhubungan
372,"1. Ganti KUMER kembali ke KTSP atau kur 1994<br>2. Kembalikan ujian Nasional atau ebtanas<br>3. Hapus sistem Zonasi<br>4. Hapus  Guru penggerak,<br>5. Munculkan sekolah atau kelas unggulan<br>6. Buat UU perlindungan guru.<br>7. Buat guru fokus untuk mendidik, mengajar dan mengevaluasi <br>Selama ini terlalu banyak administrasi yang harus dikerjakan guru yang tidak berpengaruh pada kwalitas anak didik. Dll",DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Kontra
373,"cth kecil aja pak - 2x3 kl dl =6 , kalau di KUR MERDEKA 2x3 = 2+2+2 apa ng tambah BODOH",DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Kontra
374,<b>WASPADAI MENTERI2TITIPAN ASING??? OBOK2 KURIKULUM?? ADA.USULAN PELAJARAN ..AGAMAUNTUK DIHILANGKAN???..KARENA MUSUH PANCASILA???.</b>,DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Tidak Berhubungan
375,KEMBALIKAN KE KURIKULUM 94‼️ TERBUKTI LULUSANNYA TER❤,DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Kontra
376,"tak ingat2...sjak Sekolah Pendidikan Guru(SPG) dihapus...gr2 yg bermunculan scr kjiwaan kbanyakan belum mendasar, tapi Guru2 yg hasil didikan SPG kedewasaan mengajar lebih mendasar dan terarah dengan bail. jika SPG waktu itu tetap jalan dilanjut S1 PGSD...sy yakin hasil  guru2 yg dicetak pasti lebih jozzzz dlm membimbing siswa di Pendidikan dasar...wasalam",DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Tidak Berhubungan
377,"Kurikulum merdeka pembodohan bukan mendidik.,,",DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Kontra
378,"Coba kalau ini koreksi disusun dlm satu buku utk disampaikan ke negara/pemerintah.<br>Sebab kebijakan dan sistem pendidikan yg sedang berlaku adalah pasti hasil diskusi kajian snalisis oleh  para profesional, pejabat serta para stake holder tetkait. Bukan karya tangan sendiri menteri<br>Seperti prabowo buat buku paradox indonesia",DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Kontra
379,di indonesia sekarang sistim pendidikannya buat ladang bisnis walauupun sekolah negri....miris....,DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Kontra
380,Saya guru .mohon SPG . sekolah pendidikan guru di adakan lagi .untuk menncetak guru yg berkwaitas dan berkarakter. Beri ilmu seperti dulu .Ilmu jiwa <br>Didaktik metodik  pedagogik kurikulum .ilmu mendidik.dan pendidikan pancasila dan kewarganegaraan .dan ilmu dasar lainya.yg wajib di miliki oleh guru.mohon,DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Tidak Berhubungan
381,"Satu hal yg tdk pernah terpikirkan ttg upaya meningkatkan kualitas pendidikan adalah BEBAN KERJA GURU. Biar bagus kurikulumnya, biar gede gajinya, kalau guru tak punya cukup waktu untuk duduk membaca, belajar, merancang materi dan kegiatan yg cocok untuk siswanya, bhkn tak ada wkt yg cukup buat ngoreksi pekerjaan siswa secara detil guna bisa memberi masukan,,, hasil pendidikan tak akan pernah spt yg diharapkan. KURANGI JAM WAJIB MENGAJAR GURU. KURANGI TUNTUTAN ADMINISTRASI. BIARKAN MEREKA BISA DUDUK BERKREASI UNTUK SISWA2 MEREKA.",DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Tidak Berhubungan
382,"Kurikulum ini membutuhkan guru sezuai bidangnya dan memerlukan  ke ahlian khusus dan waktu untuk pemrograman, layaknya julah guru dan kesejahteraannya harus diperhatikan. Anggaran pendidikan benar2 untuk pendidikan bukan yang lain",DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Kontra
383,"Dungu itu nyata, nanti setelah kuliah punya gelar yg banyak masa nganggur",DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Kontra
384,Solusi untuk kekurangan guru yang paling mudah: gandeng bimbel-bimbel untuk bekerja sama dalam pengadaan pengajar. Banyak sekolah malah &quot;memusuhi&quot; bimbel padahal bukan rahasia umum juga kalau guru sekolah banyak yang mengajarnya tidak kompeten,DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Kontra
385,Ga cocok diterapkan di indonesia,DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Kontra
386,"Kurikulum merdeka cape sendiri dan pusing sendiri kalo kerja kelompok di rumah mulu. Tugas kerja kelompok 5 orang yg fokus ngerjain 1 orang, 4 orang lg ngobrol, main hp, ikut2an dll. Ada ide lain ga selain kerja kelompok di rumah?",DPR dan Menteri Nadiem Cuek Atas Kurikulum Membodohkan Siswa! : AHMAD BAIDHOWI (AHLI PENDIDIKAN),Kontra
